student_id,student_name,course_code,term,credits,has_prerequisites,midterm_score,final_score,assignment_score,total_score,passed,attendance_rate
20260867,Laila El Sayed,HU 213,Fall 2023,2,False,22,37,16,75,True,79.45
20260966,Lucas Salem,CS 313,Spring 2024,3,False,25,37,16,78,True,93.58
20261458,Olivia Ibrahim,IT 423,Fall 2023,2,False,20,21,9,50,True,66.39
20260281,Mason Farouk,IS 240,Fall 2023,4,True,25,40,20,85,True,69.19
20261994,Nour Martinez,IT 222,Spring 2024,4,True,25,30,5,60,True,39.08
20262253,Sophia Hassan,IS 321,Fall 2023,3,True,19,27,12,58,True,58.47
20262247,Omar Nagy,IS 313,Fall 2024,4,True,26,46,19,91,True,45.35
20261295,Nour Jones,IS 241,Spring 2024,2,False,21,23,12,56,True,78.3
20262018,Ahmed Johnson,CS 313,Spring 2024,2,True,23,44,17,84,True,96.88
20260758,Liam Younis,CS 112,Fall 2023,4,True,22,26,14,62,True,65.64
20262100,Logan Hassan,IS 416,Fall 2024,3,False,11,27,7,45,False,75.67
20261022,Nour Garcia,HU 332,Fall 2024,3,False,26,44,16,86,True,88.13
20260608,Emma Miller,IS 448,Fall 2024,2,True,17,34,14,65,True,94.69
20261368,Ali Miller,HU 122,Fall 2023,2,False,27,43,15,85,True,73.97
20260239,Isabella Hassan,IS 460,Fall 2023,4,False,27,44,17,88,True,100.0
20262375,Ahmed Miller,IS 414,Spring 2024,3,False,23,30,6,59,True,73.4
20261925,Dina Johnson,IS 241,Fall 2024,2,False,29,37,19,85,True,76.18
20262415,Sophia Hassan,PH 111,Fall 2024,4,False,21,35,8,64,True,69.41
20260677,Emily Ashraf,IT 241,Fall 2024,3,True,28,45,16,89,True,72.71
20260031,Liam Miller,HU 323,Spring 2024,3,False,29,36,19,84,True,83.47
20261752,Ali Zaki,IS 211,Fall 2023,2,True,13,32,7,52,True,73.84
20262065,Ava Johnson,IT 221,Fall 2024,3,True,5,8,3,16,False,59.32
20260204,Sarah Lotfy,IS 435,Fall 2023,3,True,12,33,7,52,True,59.79
20260611,Aisha Ibrahim,IS 313,Fall 2023,2,True,5,17,7,29,False,49.32
20260794,Ali Othman,CS 316,Spring 2024,2,True,23,44,17,84,True,73.76
20261606,Isabella Kamel,IS 434,Fall 2024,4,False,22,35,8,65,True,80.14
20260257,Emma Khedr,IT 211,Fall 2024,4,False,23,39,15,77,True,93.36
20260403,Isabella Ali,IS 448,Spring 2024,2,True,13,14,9,36,False,61.35
20260782,Ava Younis,IT 423,Spring 2024,3,False,27,43,17,87,True,61.94
20261441,Mohamed Johnson,MA 111,Fall 2023,4,True,13,22,8,43,False,72.51
20262093,Huda Smith,IT 423,Fall 2023,2,False,10,33,11,54,True,45.42
20260448,Amelia El Sayed,HU 121,Fall 2024,2,False,18,34,6,58,True,90.38
20261217,James Hassan,IS 443,Fall 2024,4,False,24,33,6,63,True,83.22
20262212,Dina Hassan,CS 316,Fall 2023,4,True,25,20,6,51,True,55.38
20260828,Ethan Brown,IS 342,Fall 2023,4,True,10,20,2,32,False,60.92
20261468,Mostafa Zaki,IS 441,Fall 2024,3,False,22,28,9,59,True,75.85
20262052,Olivia Miller,IS 453,Fall 2023,3,False,25,25,9,59,True,74.96
20262166,James Khedr,HU 313,Spring 2024,3,True,25,46,16,87,True,74.78
20260062,Emily Farouk,IS 434,Fall 2024,2,False,13,34,15,62,True,83.93
20260808,Emma Lotfy,IS 414,Fall 2023,4,True,22,30,12,64,True,53.79
20262139,Emily Jones,IS 442,Spring 2024,3,False,21,43,15,79,True,35.9
20260386,James Martinez,IS 241,Fall 2024,2,True,30,36,18,84,True,82.86
20261559,Ahmed Fouad,IS 312,Fall 2024,3,True,10,5,3,18,False,52.54
20260210,Fatma Othman,IT 223,Fall 2023,2,True,28,46,16,90,True,59.87
20262455,Mahmoud Khaled,IS 451,Fall 2023,2,False,30,48,19,97,True,57.35
20260169,Omar Fouad,HU 213,Fall 2024,2,True,21,47,16,84,True,74.2
20261363,Ali Salem,IS 441,Spring 2024,3,False,22,43,17,82,True,82.5
20260170,Nour Williams,ST 122,Fall 2023,4,False,24,47,19,90,True,93.68
20261412,Emily Miller,MA 112,Fall 2023,4,False,14,24,15,53,True,100.0
20260204,Sarah Lotfy,HU 121,Spring 2024,2,True,17,31,5,53,True,75.88
20262472,Aisha Ibrahim,IS 334,Spring 2024,4,False,9,17,9,35,False,63.7
20261678,Logan Othman,IS 441,Fall 2023,4,False,23,43,15,81,True,76.29
20261760,Mariam Salem,ST 122,Fall 2023,2,False,30,38,16,84,True,71.06
20261647,Mohamed Miller,IS 211,Fall 2023,3,False,21,40,19,80,True,70.38
20261301,James Fouad,IT 223,Fall 2024,4,False,12,31,13,56,True,71.62
20260276,Ethan Younis,CS 221,Fall 2023,4,False,7,18,1,26,False,34.82
20260566,Huda Ali,IS 453,Fall 2023,4,True,25,39,20,84,True,67.59
20260535,Youssef Martinez,CS 316,Fall 2024,2,False,24,42,16,82,True,62.85
20262415,Sophia Hassan,IS 460,Spring 2024,4,True,15,21,8,44,False,100.0
20260670,Mason Ashraf,IS 351,Fall 2024,2,True,14,26,13,53,True,84.55
20261980,Noah Smith,CS 241,Spring 2024,4,True,26,37,20,83,True,50.82
20262413,Ali Farouk,IS 421,Fall 2024,2,True,26,38,15,79,True,50.21
20261921,Youssef Smith,IS 451,Spring 2024,3,True,28,38,20,86,True,53.24
20261488,Youssef Martinez,IS 240,Fall 2023,2,True,25,23,6,54,True,74.36
20262425,Nour El Sayed,CS 214,Fall 2024,3,True,13,35,14,62,True,55.46
20261768,Lucas Farouk,IS 451,Fall 2024,3,True,15,20,10,45,False,93.01
20261925,Dina Johnson,IT 241,Spring 2024,2,False,25,44,18,87,True,73.25
20260722,Ahmed Kamel,CS 241,Fall 2023,3,True,22,21,5,48,False,57.28
20260643,Logan Ibrahim,IS 333,Fall 2023,3,True,21,48,18,87,True,39.64
20262094,Lucas Martinez,IS 460,Spring 2024,3,False,26,36,16,78,True,85.75
20260228,Fatma Ibrahim,IT 222,Fall 2024,2,True,11,29,13,53,True,100.0
20261782,Ethan Lotfy,IS 443,Fall 2024,3,False,22,32,9,63,True,90.61
20260946,Emily Younis,IS 365,Fall 2024,3,True,13,23,10,46,False,89.34
20260604,Mariam Hassan,IS 450,Fall 2024,2,False,23,44,18,85,True,95.49
20262377,Sarah Hassan,IT 223,Spring 2024,3,True,28,48,20,96,True,88.03
20260320,Mia El Sayed,IS 241,Fall 2024,4,True,22,43,16,81,True,62.87
20260760,Emily Garcia,IS 345,Spring 2024,4,True,12,25,10,47,False,80.88
20261772,Dina Johnson,HU 111,Fall 2023,3,False,9,20,9,38,False,56.62
20260905,Ethan Brown,IS 360,Fall 2023,4,True,12,27,6,45,False,87.58
20260787,Ali Miller,IS 231,Fall 2024,4,False,17,23,10,50,True,83.5
20262315,Mahmoud Smith,HU 331,Fall 2023,2,False,22,43,19,84,True,72.05
20260552,Mason Ali,HU 333,Fall 2023,3,False,13,6,0,19,False,72.06
20260681,Laila El Sayed,IT 111,Fall 2024,2,False,7,11,8,26,False,71.11
20260221,Isabella Miller,IT 211,Fall 2024,4,False,8,5,7,20,False,70.43
20260836,Huda Salem,IS 448,Fall 2023,2,True,29,50,16,95,True,58.68
20260299,Ethan Johnson,HU 111,Fall 2023,3,False,9,20,9,38,False,39.75
20260152,Mostafa El Sayed,IS 360,Fall 2024,3,True,23,45,17,85,True,68.39
20260064,Olivia Khedr,IS 421,Spring 2024,2,False,11,22,7,40,False,77.95
20260651,Amelia Nagy,IS 241,Fall 2024,2,False,12,18,3,33,False,35.56
20262126,Sarah Younis,IS 414,Fall 2023,3,True,12,24,7,43,False,78.23
20262060,Sarah Fouad,IS 211,Fall 2024,4,False,13,18,7,38,False,54.77
20261410,Emma Williams,IT 221,Fall 2023,2,True,25,42,16,83,True,87.91
20261295,Nour Jones,IS 442,Fall 2024,3,True,25,20,6,51,True,74.6
20260246,Hassan Fouad,IS 313,Spring 2024,2,True,25,42,15,82,True,65.87
20260051,Aisha Fouad,IT 211,Fall 2024,4,True,25,46,20,91,True,57.1
20260988,Logan Smith,HU 331,Fall 2024,4,False,25,22,13,60,True,86.23
20261158,Youssef Miller,IS 350,Fall 2024,2,True,22,32,11,65,True,61.68
20262358,Hassan Jones,IS 448,Spring 2024,2,True,24,28,15,67,True,80.0
20262099,Liam Khaled,PH 111,Fall 2023,4,True,25,47,16,88,True,81.19
20260220,Youssef Lotfy,IS 455,Spring 2024,3,False,28,36,15,79,True,64.61
20262470,Youssef Brown,HU 112,Fall 2023,3,False,24,47,17,88,True,95.27
20261480,Ava Ali,IS 333,Spring 2024,4,False,18,30,14,62,True,86.08
20262087,Sarah Williams,CS 213,Fall 2024,2,True,23,23,7,53,True,84.47
20261310,Aisha El Sayed,IT 223,Spring 2024,2,False,20,39,18,77,True,74.69
20262091,Sarah Younis,IT 223,Spring 2024,4,True,30,38,18,86,True,85.05
20262047,James Kamel,HU 334,Spring 2024,4,False,11,12,6,29,False,90.5
20261945,Isabella Nagy,IS 453,Spring 2024,4,False,14,6,3,23,False,58.45
20261100,Isabella Zaki,HU 333,Fall 2024,3,True,30,44,18,92,True,62.41
20260693,Amelia Jones,IS 312,Fall 2023,4,False,21,23,13,57,True,52.86
20261166,Sarah Younis,IS 421,Spring 2024,3,True,26,44,16,86,True,92.72
20261096,Mostafa Martinez,IS 435,Spring 2024,2,False,24,39,15,78,True,66.39
20261101,Youssef Farouk,AI 310,Fall 2023,4,False,20,24,11,55,True,80.95
20261240,Emily Martinez,IS 345,Fall 2024,4,True,22,49,16,87,True,38.58
20261026,Logan Fouad,IT 111,Fall 2024,4,True,10,30,6,46,False,85.73
20260024,Logan Martinez,IS 498,Spring 2024,2,True,13,10,2,25,False,41.27
20262114,Mason Ibrahim,IT 241,Spring 2024,4,False,11,25,8,44,False,63.27
20261873,Fatma Jones,IS 241,Spring 2024,4,True,29,41,17,87,True,60.61
20262139,Emily Jones,MA 112,Fall 2023,4,True,28,37,20,85,True,64.7
20262160,Nour Othman,IS 441,Spring 2024,4,False,29,46,20,95,True,87.84
20262391,Lucas Fouad,IS 448,Fall 2024,2,False,28,39,17,84,True,75.26
20261516,Emily Farouk,PH 111,Fall 2023,2,True,21,47,18,86,True,74.27
20261461,Dina Brown,HU 313,Fall 2023,3,False,26,49,16,91,True,77.21
20262258,Logan Johnson,IS 434,Fall 2023,4,True,24,31,10,65,True,96.58
20261681,Emily Garcia,AI 310,Fall 2023,4,False,11,9,7,27,False,66.39
20262430,Fatma Ashraf,IS 365,Fall 2024,4,True,29,37,17,83,True,79.27
20260590,Aisha Younis,CS 313,Fall 2023,3,False,12,34,10,56,True,77.88
20260058,Mason Ashraf,IS 441,Spring 2024,4,False,5,9,9,23,False,52.3
20260449,Mason Martinez,IT 222,Fall 2023,3,True,6,18,1,25,False,84.63
20260721,Ethan Martinez,CS 251,Spring 2024,2,True,24,41,15,80,True,66.99
20262225,Nour Smith,IS 448,Fall 2024,3,True,10,35,8,53,True,80.56
20262045,Huda Williams,PH 111,Spring 2024,3,True,13,18,8,39,False,86.4
20260218,Omar Younis,IS 231,Fall 2024,4,False,20,46,20,86,True,63.32
20261496,Hassan Miller,IS 351,Fall 2023,2,True,28,49,18,95,True,72.24
20260462,Mohamed Othman,IS 498,Spring 2024,3,True,17,25,13,55,True,100.0
20260753,Liam Fouad,IS 350,Fall 2024,3,True,25,48,19,92,True,72.33
20262283,Liam Smith,CS 112,Fall 2024,4,True,25,33,6,64,True,84.53
20262336,Isabella Johnson,IS 448,Fall 2024,3,True,27,47,16,90,True,94.96
20261211,Emily Khaled,IS 444,Fall 2024,4,False,13,23,14,50,True,78.72
20261585,Mariam Othman,IS 416,Spring 2024,4,True,24,24,7,55,True,73.38
20262275,Sarah El Sayed,CS 251,Spring 2024,2,False,24,22,5,51,True,81.88
20262462,Mahmoud Miller,MA 111,Fall 2024,3,True,24,39,16,79,True,58.47
20260002,Huda Othman,IS 312,Spring 2024,2,True,27,35,15,77,True,53.32
20260202,Ali Farouk,IS 360,Fall 2024,4,True,27,49,19,95,True,70.58
20262262,Ali Othman,IS 460,Fall 2024,4,False,30,35,18,83,True,70.78
20261118,Dina Younis,IS 460,Spring 2024,3,True,18,32,10,60,True,57.39
20260088,Logan Jones,IS 434,Fall 2024,3,False,22,31,13,66,True,95.37
20261886,Ahmed Khedr,HU 333,Spring 2024,3,False,26,35,17,78,True,56.08
20260255,Liam Hassan,CS 313,Fall 2024,3,False,29,35,20,84,True,59.4
20260428,Emily Ali,HU 213,Fall 2023,3,False,25,20,9,54,True,60.35
20262011,Isabella Ali,IS 321,Fall 2023,4,False,28,46,15,89,True,78.45
20261546,Noah Ali,IS 241,Fall 2024,3,False,19,34,11,64,True,73.17
20261082,Amelia Fouad,CS 214,Fall 2024,2,True,21,47,17,85,True,74.17
20260784,Mostafa Smith,CS 251,Fall 2023,2,True,23,42,17,82,True,76.13
20261567,Ethan Ali,IS 416,Spring 2024,2,False,8,8,0,16,False,37.28
20261695,Logan Williams,IS 453,Fall 2024,2,False,24,27,11,62,True,66.95
20262054,Amelia Nagy,IS 451,Fall 2023,4,True,22,45,16,83,True,36.27
20261450,Mason Kamel,IS 451,Spring 2024,2,True,20,27,7,54,True,79.63
20260895,Hassan Martinez,HU 333,Fall 2024,4,True,15,21,10,46,False,58.73
20260829,Ahmed Johnson,IT 423,Spring 2024,4,False,17,34,6,57,True,54.19
20261446,Laila Ibrahim,IS 415,Spring 2024,3,False,14,22,6,42,False,88.01
20260469,Sarah Hassan,MA 111,Spring 2024,2,True,22,39,15,76,True,95.59
20260094,Aisha Othman,IS 333,Fall 2023,2,True,22,44,20,86,True,76.01
20260935,Laila Lotfy,IS 211,Fall 2023,3,False,22,20,6,48,False,77.21
20260005,Mariam Kamel,HU 334,Spring 2024,3,False,13,33,11,57,True,85.77
20260820,Emma Miller,HU 121,Spring 2024,2,False,17,29,8,54,True,77.08
20260020,Emma Garcia,CS 111,Fall 2023,2,True,28,38,17,83,True,62.69
20262431,Dina Miller,CS 316,Fall 2023,4,True,17,23,12,52,True,100.0
20262266,Noah Miller,IS 442,Fall 2023,3,False,7,8,9,24,False,54.68
20262406,Dina Zaki,IS 442,Spring 2024,2,False,16,29,14,59,True,85.26
20261402,Jacob Smith,IS 345,Fall 2024,4,False,23,41,19,83,True,95.37
20262056,Dina Jones,IS 421,Fall 2023,2,False,24,48,17,89,True,85.9
20261319,Sophia Othman,CS 213,Spring 2024,2,True,26,47,20,93,True,100.0
20262016,Mariam Miller,IT 423,Fall 2024,3,False,12,29,6,47,False,63.08
20260300,Mostafa Kamel,CS 221,Spring 2024,3,False,26,45,15,86,True,91.47
20261295,Nour Jones,CS 316,Fall 2023,3,True,25,22,14,61,True,74.87
20260059,Jacob Fouad,ST 121,Fall 2024,4,True,25,44,15,84,True,44.28
20261242,Youssef Smith,IS 435,Fall 2024,3,False,29,39,15,83,True,72.71
20260288,Jacob Williams,IS 442,Fall 2023,2,False,16,24,7,47,False,77.66
20262419,Dina Martinez,CS 352,Fall 2024,3,False,20,33,13,66,True,64.79
20260122,Mostafa Jones,IS 498,Fall 2023,4,True,23,41,17,81,True,75.65
20261847,Omar Khaled,IT 423,Fall 2023,2,False,30,36,19,85,True,58.74
20260560,Omar Zaki,CS 316,Fall 2023,3,True,19,21,9,49,False,64.52
20262371,Ethan Martinez,IS 441,Fall 2024,4,False,16,27,15,58,True,89.79
20260013,Huda Brown,IT 211,Fall 2023,4,False,27,50,16,93,True,62.47
20261851,Mahmoud Nagy,CS 316,Fall 2023,2,False,10,9,5,24,False,69.01
20261855,Laila Garcia,IT 111,Fall 2023,2,True,27,35,19,81,True,86.17
20260068,Mohamed Fouad,IS 416,Spring 2024,4,False,19,24,7,50,True,67.08
20260220,Youssef Lotfy,HU 332,Fall 2023,4,False,29,41,17,87,True,72.38
20260187,Mohamed El Sayed,HU 122,Fall 2023,3,False,26,39,16,81,True,90.91
20261402,Jacob Smith,IS 351,Fall 2023,2,False,23,40,18,81,True,70.1
20261210,Sophia Williams,CS 214,Fall 2024,4,True,23,23,7,53,True,44.18
20261945,Isabella Nagy,HU 334,Fall 2023,2,False,15,13,1,29,False,62.41
20262494,Emily Farouk,HU 111,Fall 2023,3,True,25,30,8,63,True,97.17
20260422,Mahmoud Brown,CS 313,Spring 2024,3,False,17,31,5,53,True,72.82
20262436,Mahmoud Othman,HU 323,Spring 2024,2,False,8,10,0,18,False,76.91
20262355,Hassan Lotfy,IS 211,Fall 2024,2,True,15,34,11,60,True,73.15
20262212,Dina Hassan,HU 121,Fall 2023,2,True,13,21,8,42,False,63.84
20261651,Lucas El Sayed,IS 421,Fall 2023,3,False,25,27,10,62,True,64.56
20261565,Mohamed Zaki,IT 222,Spring 2024,4,True,20,37,16,73,True,82.68
20261854,Liam Younis,HU 122,Spring 2024,3,False,14,26,10,50,True,49.55
20262092,Laila Hassan,CS 352,Spring 2024,4,True,10,23,13,46,False,77.16
20260337,Emily Hassan,IS 450,Fall 2024,2,False,15,35,7,57,True,89.87
20261563,Mostafa Martinez,IT 221,Fall 2023,2,True,16,32,10,58,True,100.0
20260703,Omar Smith,IS 240,Fall 2024,4,True,10,17,9,36,False,31.94
20261112,Amelia Lotfy,IS 496,Fall 2023,2,False,11,35,9,55,True,81.95
20261982,Ali Lotfy,IS 211,Fall 2024,3,True,23,41,18,82,True,68.8
20262052,Olivia Miller,HU 333,Fall 2024,4,False,18,30,12,60,True,61.09
20260017,Sarah Ali,CS 313,Fall 2024,4,False,18,28,6,52,True,77.14
20262421,Lucas Ashraf,CS 221,Fall 2023,2,True,25,35,7,67,True,76.77
20260265,Ethan Khedr,HU 213,Fall 2023,4,False,16,22,15,53,True,79.08
20260510,Ali Johnson,HU 323,Fall 2023,3,False,29,38,20,87,True,74.66
20260496,Mahmoud Ashraf,HU 111,Fall 2023,4,True,30,38,16,84,True,53.6
20261311,Ethan Garcia,HU 334,Spring 2024,4,False,20,22,11,53,True,45.07
20262218,Youssef Khedr,IS 451,Fall 2024,2,True,25,46,16,87,True,87.63
20261039,Youssef Nagy,CS 213,Spring 2024,4,True,17,25,13,55,True,72.93
20261184,Dina Kamel,IS 345,Fall 2024,3,True,29,38,18,85,True,90.61
20260665,Ahmed Younis,IS 422,Fall 2024,2,True,20,46,15,81,True,80.34
20260690,Logan Williams,CS 241,Fall 2023,3,True,12,30,14,56,True,71.26
20260045,Mohamed Brown,IS 496,Spring 2024,2,True,23,44,16,83,True,87.13
20260504,Liam Johnson,IT 111,Spring 2024,3,True,15,35,10,60,True,100.0
20261835,Sophia Hassan,MA 113,Fall 2023,4,True,19,33,14,66,True,73.19
20261654,Amelia Williams,CS 316,Spring 2024,2,False,21,39,18,78,True,61.44
20261533,Olivia Williams,HU 213,Fall 2023,2,True,18,27,5,50,True,81.69
20262491,Mason Khaled,CS 352,Fall 2024,4,False,15,20,11,46,False,39.95
20262397,Logan Younis,IS 450,Fall 2023,4,False,26,38,19,83,True,78.16
20261197,Logan Lotfy,IT 111,Fall 2024,4,False,25,26,13,64,True,53.02
20260488,Mostafa Salem,CS 251,Fall 2024,2,True,12,29,9,50,True,83.48
20261309,Youssef Salem,CS 316,Spring 2024,4,True,18,31,10,59,True,75.75
20261789,Ethan Martinez,IS 496,Fall 2023,4,False,29,47,18,94,True,50.37
20261236,Logan Miller,IS 498,Fall 2024,3,True,10,22,6,38,False,79.84
20260264,Logan Othman,IS 334,Fall 2023,3,False,21,31,7,59,True,62.64
20260454,Mostafa Johnson,CS 251,Fall 2024,2,True,12,28,6,46,False,100.0
20260874,Sarah Miller,IS 444,Fall 2023,4,False,13,25,13,51,True,97.15
20261736,Olivia Brown,HU 323,Fall 2024,3,False,29,43,17,89,True,46.03
20262255,Mason Johnson,HU 313,Fall 2023,3,False,14,23,14,51,True,60.73
20260301,Mohamed Nagy,CS 111,Fall 2023,4,True,22,40,18,80,True,84.55
20262325,Logan Farouk,HU 112,Fall 2024,3,True,26,39,18,83,True,65.63
20261732,Mia Smith,CS 111,Spring 2024,3,True,24,49,19,92,True,84.06
20260495,Ali Salem,CS 221,Fall 2023,4,True,29,49,20,98,True,73.64
20260017,Sarah Ali,CS 213,Fall 2024,4,True,18,34,8,60,True,56.69
20261361,Sarah Zaki,CS 214,Fall 2023,3,False,27,38,18,83,True,76.97
20260225,Mohamed Fouad,HU 333,Spring 2024,2,False,25,44,18,87,True,79.83
20261387,Youssef Miller,IS 334,Spring 2024,4,False,27,43,19,89,True,81.87
20261129,Mia Ibrahim,IS 444,Fall 2024,2,True,25,50,19,94,True,73.87
20262085,Mohamed Khaled,IT 221,Spring 2024,2,True,14,29,13,56,True,77.91
20260700,Logan Ibrahim,HU 333,Fall 2024,2,False,11,24,10,45,False,95.04
20261215,Nour Younis,IS 350,Fall 2024,4,True,21,21,15,57,True,90.85
20261727,Mohamed Smith,IS 241,Fall 2023,2,False,22,39,15,76,True,90.89
20260793,Jacob El Sayed,CS 352,Spring 2024,3,False,29,35,16,80,True,64.24
20260637,Youssef Martinez,IS 231,Fall 2024,4,True,20,29,11,60,True,65.03
20262155,Huda Williams,IS 321,Fall 2024,4,True,25,50,16,91,True,78.09
20262303,Olivia Brown,CS 313,Spring 2024,4,False,13,23,13,49,False,65.57
20262314,Ali El Sayed,IS 365,Fall 2024,4,False,30,49,15,94,True,63.24
20260075,Mia Garcia,IS 435,Spring 2024,3,False,20,37,16,73,True,74.05
20261530,Omar Brown,CS 112,Spring 2024,4,False,25,27,9,61,True,56.91
20261212,Mohamed Ibrahim,IS 414,Spring 2024,4,True,21,44,17,82,True,71.54
20260931,Laila Smith,CS 313,Fall 2024,2,False,14,18,2,34,False,44.67
20262279,Mia Ibrahim,HU 122,Fall 2023,4,False,25,37,19,81,True,89.5
20262471,Ali Lotfy,IS 450,Spring 2024,4,False,30,42,18,90,True,68.29
20262260,Youssef Johnson,MA 113,Spring 2024,4,False,29,42,19,90,True,90.74
20260711,Emily Brown,PH 111,Spring 2024,3,True,12,13,10,35,False,75.68
20260774,Liam Smith,ST 121,Fall 2024,3,True,14,30,6,50,True,94.11
20261523,Isabella Salem,IS 448,Fall 2024,3,True,20,50,20,90,True,73.14
20260893,Noah Jones,CS 313,Fall 2024,2,False,12,22,14,48,False,52.95
20261728,Ava Miller,HU 111,Spring 2024,4,True,30,40,15,85,True,60.15
20261877,Logan Farouk,CS 241,Fall 2023,4,False,15,33,13,61,True,100.0
20262025,Lucas Brown,IS 334,Spring 2024,2,False,21,38,20,79,True,96.05
20260640,James Lotfy,CS 251,Fall 2023,4,True,30,44,15,89,True,62.6
20262488,Emily Martinez,IS 435,Fall 2024,2,False,30,37,16,83,True,65.04
20261584,Liam Khedr,ST 122,Fall 2023,3,False,26,39,20,85,True,74.44
20260294,Ahmed Garcia,IS 240,Fall 2024,4,True,11,25,8,44,False,81.92
20260993,Mia Khaled,IT 241,Fall 2023,4,False,28,49,18,95,True,47.75
20261974,Laila Khaled,IS 345,Spring 2024,3,True,24,44,16,84,True,82.8
20260028,Emma Brown,MA 111,Fall 2023,2,True,19,33,5,57,True,79.95
20260008,Hassan Farouk,IS 448,Fall 2024,2,True,10,24,8,42,False,100.0
20261266,Noah Younis,PH 111,Fall 2024,3,True,24,35,16,75,True,65.83
20261547,Sarah Othman,IS 441,Spring 2024,2,False,22,22,5,49,False,100.0
20262056,Dina Jones,IS 442,Fall 2024,3,False,30,39,15,84,True,67.65
20260066,Jacob Brown,HU 121,Fall 2024,2,False,10,28,8,46,False,78.52
20260125,Emma Brown,IS 350,Fall 2024,3,True,18,31,14,63,True,72.19
20260393,Logan Khaled,IS 415,Fall 2023,4,False,29,49,16,94,True,55.25
20261978,Mariam Hassan,HU 121,Fall 2023,2,False,21,35,18,74,True,100.0
20261362,Noah Khedr,MA 112,Fall 2023,3,True,10,28,11,49,False,58.76
20260987,Emma Nagy,CS 111,Spring 2024,4,True,20,35,8,63,True,61.71
20260275,Olivia Farouk,CS 112,Fall 2023,2,True,24,43,18,85,True,61.86
20261985,Omar Salem,HU 122,Fall 2023,4,False,20,47,15,82,True,75.8
20260173,Fatma Fouad,CS 213,Fall 2023,2,True,14,23,5,42,False,97.93
20262042,Ava Garcia,IS 450,Spring 2024,4,False,20,43,15,78,True,66.95
20260432,Noah Ali,CS 221,Spring 2024,2,True,26,37,19,82,True,75.89
20261911,Aisha Zaki,IS 443,Spring 2024,2,True,22,42,15,79,True,100.0
20261430,Fatma Fouad,IS 360,Fall 2024,2,True,23,39,17,79,True,77.39
20261491,Nour Kamel,IS 360,Fall 2024,3,True,10,16,3,29,False,37.81
20260484,Olivia Jones,IS 450,Spring 2024,3,False,11,26,7,44,False,81.76
20260335,Liam Younis,IS 365,Fall 2024,2,False,23,37,17,77,True,87.44
20262242,Youssef Miller,ST 122,Fall 2024,3,True,20,45,18,83,True,98.01
20261303,Jacob Salem,CS 221,Fall 2023,3,True,20,47,20,87,True,79.59
20260362,Mahmoud Johnson,IS 415,Spring 2024,4,False,20,35,6,61,True,85.54
20260266,Noah Zaki,IT 223,Fall 2024,4,True,29,39,17,85,True,79.66
20261078,Omar Othman,IS 416,Fall 2024,4,False,12,35,13,60,True,61.27
20261732,Mia Smith,HU 331,Fall 2023,3,False,22,48,19,89,True,89.3
20261023,Ava Hassan,IS 415,Fall 2023,2,False,20,41,19,80,True,68.15
20260452,Mostafa Smith,MA 113,Fall 2023,2,True,24,50,16,90,True,64.47
20260959,Isabella Ibrahim,HU 331,Fall 2024,2,False,21,21,6,48,False,67.82
20261126,Noah Jones,IS 498,Fall 2023,4,True,15,31,5,51,True,79.68
20261407,Ali Fouad,HU 323,Fall 2023,2,False,15,24,9,48,False,64.65
20260452,Mostafa Smith,IS 345,Spring 2024,4,True,21,39,19,79,True,55.69
20261618,Youssef Farouk,CS 214,Spring 2024,3,True,11,26,7,44,False,77.72
20260277,Mohamed Nagy,HU 332,Spring 2024,3,True,30,40,15,85,True,75.42
20261652,Ethan Brown,IS 345,Spring 2024,4,False,20,23,11,54,True,55.89
20260864,Emma Jones,MA 113,Fall 2024,3,True,23,36,15,74,True,70.38
20260373,Huda Khedr,HU 332,Fall 2024,2,False,19,35,15,69,True,72.7
20262414,Liam Khedr,IS 350,Spring 2024,3,False,21,35,17,73,True,97.43
20261906,Ava Smith,CS 112,Fall 2024,2,False,28,50,18,96,True,57.77
20262310,Mariam Salem,IT 423,Fall 2023,3,False,22,39,18,79,True,72.76
20260253,Olivia Williams,IS 455,Fall 2023,3,False,30,39,16,85,True,58.49
20260654,Emma Nagy,MA 112,Fall 2024,3,True,30,40,16,86,True,79.99
20262036,Youssef Brown,ST 122,Fall 2024,2,True,28,40,18,86,True,65.15
20261781,Laila Khedr,IT 221,Spring 2024,4,True,26,43,18,87,True,73.95
20262179,Ethan Othman,CS 352,Fall 2024,2,False,30,38,16,84,True,64.22
20262408,Youssef Ibrahim,IS 455,Fall 2023,3,False,5,10,6,21,False,79.85
20260418,Youssef Kamel,AI 310,Fall 2024,3,False,12,17,2,31,False,90.95
20260918,Olivia Nagy,IT 423,Spring 2024,4,False,22,45,17,84,True,89.75
20260675,Ali Smith,IS 352,Fall 2023,3,True,17,30,6,53,True,65.96
20260390,Mahmoud Younis,HU 313,Fall 2023,3,True,13,33,14,60,True,57.63
20260409,Jacob Johnson,IS 453,Spring 2024,4,False,20,28,11,59,True,85.62
20261112,Amelia Lotfy,IS 453,Spring 2024,2,False,21,30,6,57,True,58.15
20260348,Emily Farouk,IS 350,Spring 2024,3,False,12,20,5,37,False,71.78
20260547,Isabella Fouad,ST 121,Fall 2024,4,True,21,38,17,76,True,53.48
20261642,Olivia Smith,CS 316,Spring 2024,3,True,17,22,15,54,True,49.84
